"cell_id","distribution","truth","n_group1","n_group2","n_total","missing_rate","df","method","n","rejected","rejection_rate","ci_lower","ci_upper"
5,"normal","null",100,70,170,0,5,"nested_peba4_ml",100,2,0.02,0.00550196755016236,0.0700117907285438
5,"normal","null",100,70,170,0,5,"nested_sb_ml",100,2,0.02,0.00550196755016236,0.0700117907285438
5,"normal","null",100,70,170,0,5,"nested_ss_ml",100,2,0.02,0.00550196755016236,0.0700117907285438
5,"normal","null",100,70,170,0,5,"nested_std_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
5,"normal","null",100,70,170,0,5,"score_all",100,1,0.01,0.00176743206414065,0.0544861961787052
5,"normal","null",100,70,170,0,5,"score_chisq",100,2,0.02,0.00550196755016236,0.0700117907285438
5,"normal","null",100,70,170,0,5,"score_mv",100,1,0.01,0.00176743206414065,0.0544861961787052
5,"normal","null",100,70,170,0,5,"score_peba4",100,2,0.02,0.00550196755016236,0.0700117907285438
5,"normal","null",100,70,170,0,5,"score_sandwich",100,4,0.04,0.0156633039915476,0.098370714358879
5,"normal","null",100,70,170,0,5,"score_sb",100,2,0.02,0.00550196755016236,0.0700117907285438
5,"normal","null",100,70,170,0,5,"score_ss",100,1,0.01,0.00176743206414065,0.0544861961787052
6,"pl","null",100,70,170,0,5,"flip_basic",100,2,0.02,0.00550196755016236,0.0700117907285438
6,"pl","null",100,70,170,0,5,"flip_effective",100,11,0.11,0.0625419635706458,0.186312965030803
6,"pl","null",100,70,170,0,5,"flip_standardized",100,11,0.11,0.0625419635706458,0.186312965030803
6,"pl","null",100,70,170,0,5,"nested_all_ml",100,24,0.24,0.166913255569488,0.332323363498145
6,"pl","null",100,70,170,0,5,"nested_mv_ml",100,24,0.24,0.166913255569488,0.332323363498145
6,"pl","null",100,70,170,0,5,"nested_peba4_ml",100,29,0.29,0.210148357491223,0.385388911755711
6,"pl","null",100,70,170,0,5,"nested_sb_ml",100,29,0.29,0.210148357491223,0.385388911755711
6,"pl","null",100,70,170,0,5,"nested_ss_ml",100,24,0.24,0.166913255569488,0.332323363498145
6,"pl","null",100,70,170,0,5,"nested_std_ml",100,87,0.87,0.790196485599236,0.922428325727595
6,"pl","null",100,70,170,0,5,"score_all",100,4,0.04,0.0156633039915476,0.098370714358879
6,"pl","null",100,70,170,0,5,"score_chisq",100,84,0.84,0.755797306107298,0.899047115111952
6,"pl","null",100,70,170,0,5,"score_mv",100,4,0.04,0.0156633039915476,0.098370714358879
6,"pl","null",100,70,170,0,5,"score_peba4",100,7,0.07,0.0343192610672727,0.137495147390735
6,"pl","null",100,70,170,0,5,"score_sandwich",100,3,0.03,0.0102545240240389,0.0845193642905274
6,"pl","null",100,70,170,0,5,"score_sb",100,9,0.09,0.0480725400025652,0.162262128527163
6,"pl","null",100,70,170,0,5,"score_ss",100,4,0.04,0.0156633039915476,0.098370714358879
7,"normal","power",100,70,170,0,5,"flip_basic",100,20,0.2,0.133366933331033,0.288829165593159
7,"normal","power",100,70,170,0,5,"flip_effective",100,33,0.33,0.245631227341281,0.426946562049095
7,"normal","power",100,70,170,0,5,"flip_standardized",100,32,0.32,0.236691473249991,0.416626186104524
7,"normal","power",100,70,170,0,5,"nested_all_ml",100,32,0.32,0.236691473249991,0.416626186104524
7,"normal","power",100,70,170,0,5,"nested_mv_ml",100,32,0.32,0.236691473249991,0.416626186104524
7,"normal","power",100,70,170,0,5,"nested_peba4_ml",100,34,0.34,0.254615207973482,0.437222711452754
7,"normal","power",100,70,170,0,5,"nested_sb_ml",100,34,0.34,0.254615207973482,0.437222711452754
7,"normal","power",100,70,170,0,5,"nested_ss_ml",100,32,0.32,0.236691473249991,0.416626186104524
7,"normal","power",100,70,170,0,5,"nested_std_ml",100,37,0.37,0.281823605343246,0.467794704190571
7,"normal","power",100,70,170,0,5,"score_all",100,32,0.32,0.236691473249991,0.416626186104524
7,"normal","power",100,70,170,0,5,"score_chisq",100,36,0.36,0.272712204014043,0.457645975483912
7,"normal","power",100,70,170,0,5,"score_mv",100,31,0.31,0.227796972123761,0.406260557194894
7,"normal","power",100,70,170,0,5,"score_peba4",100,33,0.33,0.245631227341281,0.426946562049095
7,"normal","power",100,70,170,0,5,"score_sandwich",100,30,0.3,0.218948852949328,0.395848546333466
7,"normal","power",100,70,170,0,5,"score_sb",100,33,0.33,0.245631227341281,0.426946562049095
7,"normal","power",100,70,170,0,5,"score_ss",100,32,0.32,0.236691473249991,0.416626186104524
8,"pl","power",100,70,170,0,5,"flip_basic",100,1,0.01,0.00176743206414065,0.0544861961787052
8,"pl","power",100,70,170,0,5,"flip_effective",100,13,0.13,0.0775716742724052,0.209803514400764
8,"pl","power",100,70,170,0,5,"flip_standardized",100,13,0.13,0.0775716742724052,0.209803514400764
8,"pl","power",100,70,170,0,5,"nested_all_ml",100,23,0.23,0.158432658803035,0.321543830228738
8,"pl","power",100,70,170,0,5,"nested_mv_ml",100,23,0.23,0.158432658803035,0.321543830228738
8,"pl","power",100,70,170,0,5,"nested_peba4_ml",100,33,0.33,0.245631227341281,0.426946562049095
8,"pl","power",100,70,170,0,5,"nested_sb_ml",100,33,0.33,0.245631227341281,0.426946562049095
8,"pl","power",100,70,170,0,5,"nested_ss_ml",100,26,0.26,0.184046984647481,0.353709894491872
8,"pl","power",100,70,170,0,5,"nested_std_ml",100,92,0.92,0.850018922990513,0.958906538515619
8,"pl","power",100,70,170,0,5,"score_all",100,3,0.03,0.0102545240240389,0.0845193642905274
8,"pl","power",100,70,170,0,5,"score_chisq",100,92,0.92,0.850018922990513,0.958906538515619
8,"pl","power",100,70,170,0,5,"score_mv",100,3,0.03,0.0102545240240389,0.0845193642905274
8,"pl","power",100,70,170,0,5,"score_peba4",100,4,0.04,0.0156633039915476,0.098370714358879
8,"pl","power",100,70,170,0,5,"score_sandwich",100,5,0.05,0.021543679154368,0.111750469231919
8,"pl","power",100,70,170,0,5,"score_sb",100,6,0.06,0.0277861239631882,0.124768154458959
8,"pl","power",100,70,170,0,5,"score_ss",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"flip_basic",100,2,0.02,0.00550196755016236,0.0700117907285438
9,"normal","null",200,140,340,0,5,"flip_effective",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"flip_standardized",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"nested_all_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"nested_mv_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"nested_peba4_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"nested_sb_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"nested_ss_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"nested_std_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_all",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_chisq",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_mv",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_peba4",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_sandwich",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_sb",100,3,0.03,0.0102545240240389,0.0845193642905274
9,"normal","null",200,140,340,0,5,"score_ss",100,3,0.03,0.0102545240240389,0.0845193642905274
10,"pl","null",200,140,340,0,5,"flip_basic",100,1,0.01,0.00176743206414065,0.0544861961787052
10,"pl","null",200,140,340,0,5,"flip_effective",100,5,0.05,0.021543679154368,0.111750469231919
10,"pl","null",200,140,340,0,5,"flip_standardized",100,5,0.05,0.021543679154368,0.111750469231919
10,"pl","null",200,140,340,0,5,"nested_all_ml",100,13,0.13,0.0775716742724052,0.209803514400764
10,"pl","null",200,140,340,0,5,"nested_mv_ml",100,13,0.13,0.0775716742724052,0.209803514400764
10,"pl","null",200,140,340,0,5,"nested_peba4_ml",100,16,0.16,0.100952884888048,0.244202693892702
10,"pl","null",200,140,340,0,5,"nested_sb_ml",100,16,0.16,0.100952884888048,0.244202693892702
10,"pl","null",200,140,340,0,5,"nested_ss_ml",100,13,0.13,0.0775716742724052,0.209803514400764
10,"pl","null",200,140,340,0,5,"nested_std_ml",100,87,0.87,0.790196485599236,0.922428325727595
10,"pl","null",200,140,340,0,5,"score_all",100,2,0.02,0.00550196755016236,0.0700117907285438
10,"pl","null",200,140,340,0,5,"score_chisq",100,86,0.86,0.778628117890362,0.914736563400609
10,"pl","null",200,140,340,0,5,"score_mv",100,1,0.01,0.00176743206414065,0.0544861961787052
10,"pl","null",200,140,340,0,5,"score_peba4",100,5,0.05,0.021543679154368,0.111750469231919
10,"pl","null",200,140,340,0,5,"score_sandwich",100,6,0.06,0.0277861239631882,0.124768154458959
10,"pl","null",200,140,340,0,5,"score_sb",100,6,0.06,0.0277861239631882,0.124768154458959
10,"pl","null",200,140,340,0,5,"score_ss",100,3,0.03,0.0102545240240389,0.0845193642905274
11,"normal","power",200,140,340,0,5,"flip_basic",100,52,0.52,0.42316577765224,0.615354482419481
11,"normal","power",200,140,340,0,5,"flip_effective",100,69,0.69,0.593739442805106,0.772203027876239
11,"normal","power",200,140,340,0,5,"flip_standardized",100,69,0.69,0.593739442805106,0.772203027876239
11,"normal","power",200,140,340,0,5,"nested_all_ml",100,71,0.71,0.614611088244289,0.789851642508777
11,"normal","power",200,140,340,0,5,"nested_mv_ml",100,71,0.71,0.614611088244289,0.789851642508777
11,"normal","power",200,140,340,0,5,"nested_peba4_ml",100,72,0.72,0.625119712900789,0.798603147888138
11,"normal","power",200,140,340,0,5,"nested_sb_ml",100,72,0.72,0.625119712900789,0.798603147888138
11,"normal","power",200,140,340,0,5,"nested_ss_ml",100,71,0.71,0.614611088244289,0.789851642508777
11,"normal","power",200,140,340,0,5,"nested_std_ml",100,73,0.73,0.63567883232055,0.807304158504236
11,"normal","power",200,140,340,0,5,"score_all",100,69,0.69,0.593739442805106,0.772203027876239
11,"normal","power",200,140,340,0,5,"score_chisq",100,70,0.7,0.604151453666534,0.781051147050672
11,"normal","power",200,140,340,0,5,"score_mv",100,69,0.69,0.593739442805106,0.772203027876239
11,"normal","power",200,140,340,0,5,"score_peba4",100,69,0.69,0.593739442805106,0.772203027876239
11,"normal","power",200,140,340,0,5,"score_sandwich",100,68,0.68,0.583373813895476,0.763308526750009
11,"normal","power",200,140,340,0,5,"score_sb",100,69,0.69,0.593739442805106,0.772203027876239
11,"normal","power",200,140,340,0,5,"score_ss",100,69,0.69,0.593739442805106,0.772203027876239
12,"pl","power",200,140,340,0,5,"flip_basic",100,3,0.03,0.0102545240240389,0.0845193642905274
12,"pl","power",200,140,340,0,5,"flip_effective",100,9,0.09,0.0480725400025652,0.162262128527163
12,"pl","power",200,140,340,0,5,"flip_standardized",100,9,0.09,0.0480725400025652,0.162262128527163
12,"pl","power",200,140,340,0,5,"nested_all_ml",100,20,0.2,0.133366933331033,0.288829165593159
12,"pl","power",200,140,340,0,5,"nested_mv_ml",100,20,0.2,0.133366933331033,0.288829165593159
12,"pl","power",200,140,340,0,5,"nested_peba4_ml",100,23,0.23,0.158432658803035,0.321543830228738
12,"pl","power",200,140,340,0,5,"nested_sb_ml",100,23,0.23,0.158432658803035,0.321543830228738
12,"pl","power",200,140,340,0,5,"nested_ss_ml",100,20,0.2,0.133366933331033,0.288829165593159
12,"pl","power",200,140,340,0,5,"nested_std_ml",100,99,0.99,0.945513803821295,0.998232567935859
12,"pl","power",200,140,340,0,5,"score_all",100,5,0.05,0.021543679154368,0.111750469231919
12,"pl","power",200,140,340,0,5,"score_chisq",100,99,0.99,0.945513803821295,0.998232567935859
12,"pl","power",200,140,340,0,5,"score_mv",100,5,0.05,0.021543679154368,0.111750469231919
12,"pl","power",200,140,340,0,5,"score_peba4",100,9,0.09,0.0480725400025652,0.162262128527163
12,"pl","power",200,140,340,0,5,"score_sandwich",100,6,0.06,0.0277861239631882,0.124768154458959
12,"pl","power",200,140,340,0,5,"score_sb",100,9,0.09,0.0480725400025652,0.162262128527163
12,"pl","power",200,140,340,0,5,"score_ss",100,5,0.05,0.021543679154368,0.111750469231919
13,"normal","null",50,35,85,0.15,5,"flip_basic",100,3,0.03,0.0102545240240389,0.0845193642905274
13,"normal","null",50,35,85,0.15,5,"flip_effective",100,5,0.05,0.021543679154368,0.111750469231919
13,"normal","null",50,35,85,0.15,5,"flip_standardized",100,5,0.05,0.021543679154368,0.111750469231919
13,"normal","null",50,35,85,0.15,5,"nested_all_ml",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"nested_mv_ml",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"nested_peba4_ml",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"nested_sb_ml",100,5,0.05,0.021543679154368,0.111750469231919
13,"normal","null",50,35,85,0.15,5,"nested_ss_ml",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"nested_std_ml",100,8,0.08,0.0410934614843807,0.149981077009487
13,"normal","null",50,35,85,0.15,5,"score_all",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"score_chisq",100,6,0.06,0.0277861239631882,0.124768154458959
13,"normal","null",50,35,85,0.15,5,"score_mv",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"score_peba4",100,5,0.05,0.021543679154368,0.111750469231919
13,"normal","null",50,35,85,0.15,5,"score_sandwich",100,4,0.04,0.0156633039915476,0.098370714358879
13,"normal","null",50,35,85,0.15,5,"score_sb",100,5,0.05,0.021543679154368,0.111750469231919
13,"normal","null",50,35,85,0.15,5,"score_ss",100,4,0.04,0.0156633039915476,0.098370714358879
14,"pl","null",50,35,85,0.15,5,"flip_basic",100,0,0,0,0.0369934982069855
14,"pl","null",50,35,85,0.15,5,"flip_effective",100,8,0.08,0.0410934614843807,0.149981077009487
14,"pl","null",50,35,85,0.15,5,"flip_standardized",100,8,0.08,0.0410934614843807,0.149981077009487
14,"pl","null",50,35,85,0.15,5,"nested_all_ml",98,14,0.142857142857143,0.0870447054699055,0.225612430331295
14,"pl","null",50,35,85,0.15,5,"nested_mv_ml",98,13,0.13265306122449,0.0791898667921763,0.213828901460487
14,"pl","null",50,35,85,0.15,5,"nested_peba4_ml",98,20,0.204081632653061,0.136177011386092,0.294310329706331
14,"pl","null",50,35,85,0.15,5,"nested_sb_ml",98,20,0.204081632653061,0.136177011386092,0.294310329706331
14,"pl","null",50,35,85,0.15,5,"nested_ss_ml",98,14,0.142857142857143,0.0870447054699055,0.225612430331295
14,"pl","null",50,35,85,0.15,5,"nested_std_ml",98,78,0.795918367346939,0.705689670293669,0.863822988613908
14,"pl","null",50,35,85,0.15,5,"score_all",100,2,0.02,0.00550196755016236,0.0700117907285438
14,"pl","null",50,35,85,0.15,5,"score_chisq",100,76,0.76,0.667676636501855,0.833086744430512
14,"pl","null",50,35,85,0.15,5,"score_mv",100,2,0.02,0.00550196755016236,0.0700117907285438
14,"pl","null",50,35,85,0.15,5,"score_peba4",100,5,0.05,0.021543679154368,0.111750469231919
14,"pl","null",50,35,85,0.15,5,"score_sandwich",100,2,0.02,0.00550196755016236,0.0700117907285438
14,"pl","null",50,35,85,0.15,5,"score_sb",100,6,0.06,0.0277861239631882,0.124768154458959
14,"pl","null",50,35,85,0.15,5,"score_ss",100,4,0.04,0.0156633039915476,0.098370714358879
15,"normal","power",50,35,85,0.15,5,"flip_basic",100,9,0.09,0.0480725400025652,0.162262128527163
15,"normal","power",50,35,85,0.15,5,"flip_effective",100,17,0.17,0.108935661140599,0.255480047676011
15,"normal","power",50,35,85,0.15,5,"flip_standardized",100,17,0.17,0.108935661140599,0.255480047676011
15,"normal","power",50,35,85,0.15,5,"nested_all_ml",100,12,0.12,0.069994064370195,0.198120994267114
15,"normal","power",50,35,85,0.15,5,"nested_mv_ml",100,12,0.12,0.069994064370195,0.198120994267114
15,"normal","power",50,35,85,0.15,5,"nested_peba4_ml",100,12,0.12,0.069994064370195,0.198120994267114
15,"normal","power",50,35,85,0.15,5,"nested_sb_ml",100,12,0.12,0.069994064370195,0.198120994267114
15,"normal","power",50,35,85,0.15,5,"nested_ss_ml",100,12,0.12,0.069994064370195,0.198120994267114
15,"normal","power",50,35,85,0.15,5,"nested_std_ml",100,20,0.2,0.133366933331033,0.288829165593159
15,"normal","power",50,35,85,0.15,5,"score_all",100,19,0.19,0.125147515097687,0.277788453790644
15,"normal","power",50,35,85,0.15,5,"score_chisq",100,19,0.19,0.125147515097687,0.277788453790644
15,"normal","power",50,35,85,0.15,5,"score_mv",100,18,0.18,0.117002254989464,0.266673583863007
15,"normal","power",50,35,85,0.15,5,"score_peba4",100,20,0.2,0.133366933331033,0.288829165593159
15,"normal","power",50,35,85,0.15,5,"score_sandwich",100,14,0.14,0.0852634365993914,0.221371882109638
15,"normal","power",50,35,85,0.15,5,"score_sb",100,20,0.2,0.133366933331033,0.288829165593159
15,"normal","power",50,35,85,0.15,5,"score_ss",100,19,0.19,0.125147515097687,0.277788453790644
16,"pl","power",50,35,85,0.15,5,"flip_basic",99,0,0,0,0.0373532120678272
16,"pl","power",50,35,85,0.15,5,"flip_effective",99,14,0.141414141414141,0.0861448560744952,0.223472093994351
16,"pl","power",50,35,85,0.15,5,"flip_standardized",99,13,0.131313131313131,0.078372412413767,0.211797127797863
16,"pl","power",50,35,85,0.15,5,"nested_all_ml",96,11,0.114583333333333,0.0651987199341644,0.193626212372794
16,"pl","power",50,35,85,0.15,5,"nested_mv_ml",96,11,0.114583333333333,0.0651987199341644,0.193626212372794
16,"pl","power",50,35,85,0.15,5,"nested_peba4_ml",96,14,0.145833333333333,0.0889020578013864,0.230018150264467
16,"pl","power",50,35,85,0.15,5,"nested_sb_ml",96,15,0.15625,0.0970370999068659,0.241914866745286
16,"pl","power",50,35,85,0.15,5,"nested_ss_ml",96,11,0.114583333333333,0.0651987199341644,0.193626212372794
16,"pl","power",50,35,85,0.15,5,"nested_std_ml",96,89,0.927083333333333,0.857069683348598,0.964232418689637
16,"pl","power",50,35,85,0.15,5,"score_all",99,3,0.0303030303030303,0.0103586395784541,0.08533680206102
16,"pl","power",50,35,85,0.15,5,"score_chisq",99,87,0.878787878787879,0.799993384622795,0.92928448502279
16,"pl","power",50,35,85,0.15,5,"score_mv",99,3,0.0303030303030303,0.0103586395784541,0.08533680206102
16,"pl","power",50,35,85,0.15,5,"score_peba4",99,6,0.0606060606060606,0.0280697974462215,0.125967873764899
16,"pl","power",50,35,85,0.15,5,"score_sandwich",99,4,0.0404040404040404,0.0158226389941476,0.0993202125025421
16,"pl","power",50,35,85,0.15,5,"score_sb",99,7,0.0707070707070707,0.0346702302832347,0.138814850785102
16,"pl","power",50,35,85,0.15,5,"score_ss",99,5,0.0505050505050505,0.0217632344914169,0.112827026862488
17,"normal","null",100,70,170,0.15,5,"flip_basic",100,1,0.01,0.00176743206414065,0.0544861961787052
17,"normal","null",100,70,170,0.15,5,"flip_effective",100,2,0.02,0.00550196755016236,0.0700117907285438
17,"normal","null",100,70,170,0.15,5,"flip_standardized",100,2,0.02,0.00550196755016236,0.0700117907285438
17,"normal","null",100,70,170,0.15,5,"nested_all_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"nested_mv_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"nested_peba4_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"nested_sb_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"nested_ss_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"nested_std_ml",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"score_all",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"score_chisq",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"score_mv",100,3,0.03,0.0102545240240389,0.0845193642905274
17,"normal","null",100,70,170,0.15,5,"score_peba4",100,3,0.03,0.0102545240240389,0.0845193642905274
